distance_km,avg_speed_kmh,vehicle_type,fuel_type,load_ratio,num_stops,idle_time_min,co2_kg
796.7464438733726,30.591957138623922,truck,cng,0.8017219002454924,1,9.361118426546192,918.9839365854154
651.237584475904,19.794984217303522,truck,electric,0.7497988950401423,2,12.740346640696568,367.5528871813031
992.2193477319263,67.4859283183559,truck,electric,0.6504878444394528,1,25.916701118526944,423.49593448327073
47.618997550401815,97.76921910152403,van,diesel,0.3094942063872738,2,47.110557683580815,16.30565595176147
383.0795292758956,98.574625293577,van,petrol,0.520086603923182,1,36.4526911140863,142.5192652420334
231.66293179652683,35.487164612211,van,electric,0.7149371669429124,2,29.71061460667621,23.573815891592226
174.19128885426431,48.24015164372547,truck,cng,0.2640124790092561,2,18.702664565364657,139.4957552901976
32.281979163103024,86.59420584057487,truck,diesel,0.5047787200327891,2,53.68964102565893,43.9692591001229
727.5447238605644,42.755965348496005,truck,diesel,0.6133995769648595,2,2.713637334632284,919.7671741664522
540.1524402566906,64.8738490814271,van,diesel,0.9687297765377242,2,32.56176498949491,200.53342988013276
296.9772321983783,29.04768982035521,bike,none,0.11407276606707455,1,46.334686157799446,0.18463683841391176
790.3853649906745,66.50659785638597,van,petrol,0.9336707906620141,2,6.952143571507783,313.5585798979787
850.1885392120095,53.20330730174729,truck,cng,0.1858691048413702,1,18.658939302939732,628.0893020765815
275.4470711970741,62.7056911970546,truck,electric,0.44463418727841086,1,42.7946872333797,109.90446930329668
722.0077916437083,35.05871817866124,bike,none,0.3304614904851916,1,31.363969762919645,-0.10959151700456037
202.5174831330608,91.13990563224915,van,electric,0.5278332008639006,1,30.514241469882165,19.350110700503574
140.1921229514698,66.37547723861447,truck,diesel,0.5858569821715058,1,13.727889929497348,164.2508760945383
880.5873711762424,68.07009409137243,truck,diesel,0.36607031725394257,1,52.28763541126306,912.252465657121
219.22199677961677,50.40334556898113,van,cng,0.8949522330269815,2,48.44640930984375,66.5770468298773
272.8601171352507,70.0536602460158,bike,none,0.10046833929578425,1,51.64383499538061,0.21193765083219254
165.4911972897988,60.397600646912565,truck,cng,0.5363469742230849,1,7.191922040020968,145.14601056009658
219.54545535349718,62.438670171474,truck,diesel,0.4634525539522367,2,58.30692496325764,246.60818295447223
247.6291867757626,74.18586319138201,van,cng,0.7410435309319978,1,17.090429662648056,68.4246745300729
411.625976304913,17.80931229654661,van,diesel,0.4105641232240147,1,14.373713440018346,135.06087123916032
531.4036487338193,53.06156898871279,van,diesel,0.5976037801641951,1,40.328132844352716,162.9123945288007
803.336616623516,54.97555392791327,truck,cng,0.9850808268053587,2,32.14648104448551,905.4745211218936
798.5467798595665,27.810991237061504,truck,electric,0.5573788990666468,2,2.446508493285835,380.7586205690567
711.4383829055798,83.8075889218758,van,petrol,0.4137993885625565,1,10.461985740299486,226.13111946342516
398.1744490664348,59.00886479483581,bike,none,0.8539390953165952,1,20.46398106301551,-0.09702350773045826
175.77997216884026,98.48430918300203,van,cng,0.5649723021439129,1,14.5111374540271,50.58062272616337
965.4539319375049,62.4549435566033,truck,electric,0.8943727088704058,1,20.341787462922042,471.22854103738183
856.4679675862144,49.38319080538616,van,petrol,0.8989930888848638,2,5.04839789970293,335.4722745753277
785.5553104628297,71.86400165070944,truck,electric,0.6226179592928092,2,6.088292571961926,328.6021853517885
448.97571884326106,99.52888432191976,truck,diesel,0.2583327274096109,2,14.234945249808003,476.5544296351511
179.64388651210749,46.1498466895431,van,electric,0.769753470750906,1,39.4567735380206,18.34231843792725
636.6962855677094,36.28925458147465,van,petrol,0.6308837628044894,2,23.585863480005624,227.87198391188264
906.1926889308354,51.923521068386435,truck,diesel,0.41507056692520816,1,34.614233077581545,992.4909824470903
499.69418650486756,63.62035693278057,van,electric,0.7916986128756781,2,10.626640764422937,46.35568095425764
470.474569476952,38.76262905272448,van,cng,0.895144620039633,2,0.9273969917320457,143.1523211306129
572.7201767016675,98.32818461586388,van,electric,0.1678116304055154,1,23.105863716115515,45.00866851837914
269.20638203326666,56.24878931348683,truck,cng,0.4354181803846444,2,56.16928644964686,231.28364316884011
209.70979889774483,72.0471989300443,truck,electric,0.4227821031665475,1,31.099779141824204,82.9556522520552
323.2282134743619,87.13693256859733,van,diesel,0.22295919829782596,2,21.56946907318531,87.77953457846614
256.95073665086363,66.97866542358284,van,petrol,0.17343476236021632,1,30.090977681231976,69.15489929301197
195.0796795585302,21.029977944993853,van,electric,0.45710544449249957,2,53.40032050905398,19.862330269367458
439.0356488950689,72.12222150009194,van,diesel,0.39533740072725876,2,32.5586780824546,121.9751889340776
839.094568567294,88.1343925564924,van,electric,0.3252262244642776,2,49.35603363957949,67.19900720442325
828.0411347838011,38.08114784467806,bike,none,0.9687266473516928,1,5.12084789962608,-0.09044517421842012
195.18565396087814,49.96508192981768,van,electric,0.7295609896904744,2,43.56548002335969,19.765405388444037
42.02644925110791,48.899776622807536,truck,diesel,0.4901686638226679,2,4.707382880535958,49.39020782063995
185.14934065703866,21.874202162461803,van,electric,0.48548302744609706,2,24.537176664856194,17.930105769232124
240.54757179824583,22.979229656909798,van,diesel,0.2645793973965766,1,16.79603381675657,70.72441497152701
517.1795611691401,70.85446292251419,truck,electric,0.492105608810102,1,25.176003745667394,203.86143209580678
121.04448315783654,44.059771670894136,van,electric,0.1826191592320977,1,2.443728139138208,8.017604291184224
979.531018092887,29.903072940593773,truck,diesel,0.11544499164857522,2,29.49695250700994,1031.2748255243584
650.1239089601206,19.085008556747866,truck,diesel,0.9542311584322474,2,2.718240586322671,1160.1338725478174
16.289235750094363,94.34208618675605,truck,cng,0.5509358955237333,2,39.5216178971367,20.084666536611365
636.7671938485653,83.08069004800397,truck,electric,0.7094515081446836,1,38.59729310654119,287.72752189804237
811.3929725592669,84.7543554382362,bike,none,0.6633457030914155,1,57.671433829434854,-0.13592982981570817
386.0112243445995,72.93716186268713,truck,electric,0.40656211251781604,1,16.911286486403995,145.58995769449515
693.1974683332475,44.60861137852177,van,cng,0.9429833366701366,2,44.104262628233144,213.38990650182163
424.04747136581045,63.32422411874646,van,diesel,0.6183321177322761,1,24.75706061468559,131.00591197870094
250.76643276688856,64.34624104923233,van,diesel,0.8804049464887499,2,51.504765110580706,91.39216670765441
238.99791625157545,47.106955324985066,bike,none,0.5808947261775071,2,49.587447966464495,-0.11185536264228317
298.3375393348016,23.498715408758386,truck,diesel,0.14813676707263201,1,54.32291858515582,340.46401815450855
677.093134519879,56.01428071962461,truck,diesel,0.5437230919946244,2,26.906731318699187,784.7567967407132
602.8384849752179,62.064759449393065,van,petrol,0.2914551055218061,1,47.49474262355091,170.54797889401505
56.81528352267269,77.64802232723575,truck,cng,0.59132419314849,1,7.024020985656351,51.77257369831487
688.341980164864,86.14192931017678,van,cng,0.8801818347797572,2,5.046408366899846,212.91615047559034
892.0050118679999,27.461409843822167,van,diesel,0.5619935518231536,2,59.198374710070524,297.9924200265988
863.2753834670149,89.83059733426543,truck,electric,0.31301667431387087,1,59.160063829372255,323.9130403965527
482.1853209761512,47.12894516039163,truck,cng,0.7345759278669939,2,54.381263105684155,494.37322294847536
435.01739264378307,36.56298477921679,truck,cng,0.46468187810327544,2,3.378196540910241,403.00337451479015
238.26896482117746,49.01894589412211,van,electric,0.5299434017922049,1,52.115947691367616,22.057305570758768
436.8994957749494,83.1792861672724,truck,diesel,0.9801106018788438,1,2.589594717034567,636.3053113914813
919.1965995633808,36.504164279085494,van,petrol,0.7258700107959828,1,31.38587065020893,345.7336861811453
217.59229747990472,40.03198548135154,bike,none,0.9962482375264337,2,35.058858715386016,-0.013279580688853047
336.3244047321662,29.42279183112307,van,cng,0.6821635255018514,2,21.20113368156317,97.35358432924401
266.6719870392747,45.6293330924478,van,diesel,0.33395487656883643,1,41.88970284118471,72.97433067623511
603.1791001412752,38.031399613786036,van,cng,0.21986661270137475,1,49.35223457539014,130.7324563129027
417.2224186807407,64.39882280037023,van,diesel,0.9272588966520036,2,55.963709001240794,153.38804905009843
480.8897117844883,98.74931430656787,bike,none,0.43906507294414665,2,22.853451397861292,-0.06466635669616327
829.3350564858079,63.37192487908855,truck,diesel,0.1571606466310012,1,24.88917014025991,770.3892249234775
692.0226827717431,60.41943337750436,truck,diesel,0.7749196745229746,1,33.32590233615765,899.26386809386
726.3947232277762,79.35190217360875,van,electric,0.44006549434820785,1,27.03264811860561,58.165466788697394
757.2421330400565,18.986199762253694,bike,none,0.3418052338227766,1,40.29439173556798,0.17064754299256138
476.73448609222515,85.66657665531261,van,diesel,0.37699951579394453,1,33.114410326469134,139.01913100887907
590.3659412404984,55.803907196570385,bike,none,0.4784822007985676,1,37.21857308120788,0.05982643975244536
805.2396228518426,91.76783998751323,van,diesel,0.6555373408875628,2,21.03525352839582,279.21879625155066
91.91108896027895,76.74374777526941,van,petrol,0.5927016762092004,1,47.01918076446859,33.94889083099995
298.6614920904085,59.50619346127595,van,cng,0.727877684344117,1,8.824408855742277,79.53940227920462
67.169741874014,18.8982076443938,van,cng,0.6587251159798821,2,19.725096617250493,21.721076410963246
580.0702845372666,44.032872888806324,van,petrol,0.5835370750426631,1,7.682750337466347,194.81374709883278
412.2495531431706,89.31699641262546,truck,electric,0.5637124493777897,2,10.33919227209779,174.51610107278412
224.62521684041425,84.85220413177818,van,diesel,0.4105743650401481,2,10.620629056604809,65.69106558008419
129.61964990134427,43.05845863136321,van,diesel,0.38942448821202613,2,47.96462393454256,38.548538380357655
688.0969323789869,58.490846151517204,bike,none,0.24127991444457436,2,3.664677591291825,0.275406279380153
597.6808041731751,98.8318446486793,bike,none,0.5829315813885992,2,29.07137911146128,-0.1661091167606656
760.195453528648,60.157589087750395,van,diesel,0.7484644552523183,2,2.200992173435874,249.09474987655736
844.5962319609952,78.71737972072992,truck,cng,0.12742493746023476,2,26.844742009407277,593.6147833818873
397.76666867157843,23.91387915526088,van,petrol,0.7636646854844372,2,1.204271866663582,163.64954251808655
535.800228451508,34.8233949817331,van,diesel,0.4086341778504342,1,40.74613914866938,158.0931409120187
649.1740174512844,55.76447864911127,van,petrol,0.6257795362427523,2,35.210467081252744,218.9733612989204
379.39385332533806,43.68298087911304,van,petrol,0.909682657430511,2,34.246698280134716,154.25140605339817
498.74945015109125,43.079620908877686,truck,electric,0.9403226413838871,1,6.1069483572242245,265.4515045642936
850.9667003183101,22.47044808591223,van,cng,0.8252783980670291,2,53.80592547758551,277.03488993333764
52.583842396638325,16.550610921410687,truck,cng,0.7272653161297794,2,6.722334130083141,66.18861027154547
6.294706391207812,97.88070885033711,van,cng,0.541673901332906,2,40.11859319546586,3.8870444759542044
718.7388135657171,60.478122223817394,bike,none,0.5289575357137708,1,46.16957599151621,-0.1593671009808725
200.30742041098145,77.5810106143715,van,petrol,0.576856020863005,1,36.63720254649795,68.98739159022423
88.20288941008577,58.0188362905445,truck,electric,0.9388129080312407,1,31.955365953095153,48.17406241011381
549.054514820215,61.65836829056307,van,diesel,0.2815574160972123,2,48.59246675127809,142.22215886271746
139.68594866857836,15.230426450218022,bike,none,0.2050264577275132,1,28.294571313009502,-0.5210729565025676
850.8767325564382,78.40783467164104,bike,none,0.4676664636423252,1,43.85204851221866,-0.2997887207102884
205.79680824318402,47.234429721923036,bike,none,0.93380448123074,2,34.46838679079471,-0.015955275809679658
750.7514228405482,82.96065612815883,bike,none,0.8426194090235175,1,48.874483213882925,0.044118838063894175
634.1248051564571,92.16862108931386,van,petrol,0.3845769240668452,2,23.546706445358122,208.59961926184513
899.7677778468809,68.0486312554562,truck,diesel,0.5858029557231698,1,30.16322340554875,1045.919646572123
356.0070893665775,48.27597936712766,bike,none,0.5786717317193566,1,54.38832665787282,-0.25544478257539543
333.4829701265718,77.09667662879062,truck,diesel,0.7243458466630046,2,47.641511356217755,424.2075216521685
495.9282027775617,78.02417744681887,van,electric,0.6158357643316498,1,9.10049278396507,42.8688850415209
143.98485756292115,32.386290419404375,truck,cng,0.7426576740012527,1,52.605938205704966,164.95305345923381
103.81311471340086,60.60091487619055,bike,none,0.4409394090012242,1,7.649319739918945,0.3960924891548782
486.8711245136122,49.761190052266926,van,electric,0.7946937825384206,1,38.468857973117835,46.897906992086675
565.9428389756508,75.87522135230094,van,petrol,0.6391264282995939,2,10.89586300808554,196.41353029504683
424.1732655580624,39.47401740043672,truck,electric,0.653455236837389,2,35.17378992100783,201.65410922633725
101.69380841287061,36.76132020756128,truck,diesel,0.7534860274561607,1,55.92709694901674,150.7889407018991
23.999582182849874,70.36621293400091,truck,electric,0.7941220016677641,1,36.40290278297135,15.712335925504474
78.24374442329847,23.860992114403807,truck,diesel,0.8563956687823806,1,27.050362284247925,131.700886534241
379.9263926871633,78.26122040667954,van,electric,0.28502182753807376,1,0.2779213802761715,27.64438089006681
115.15303275563205,50.232889657308355,bike,none,0.8771663265516613,2,20.780759661957674,0.4010376639727147
587.4811559124306,17.791966970692258,bike,none,0.9214745165912159,2,10.583219190373399,-0.22554226511271736
166.34780411054584,17.879728620960574,truck,cng,0.3803258540194817,1,34.83530101668261,172.42956550334875
459.52999902899603,62.37095635565407,van,cng,0.8745688161016606,1,59.812455110756844,134.84665343038313
300.29631585471054,41.344638732831925,bike,none,0.4575863039118381,1,12.594335585735145,-0.024453205844907025
625.3510110640012,47.10670553241439,van,electric,0.8529083319630996,1,3.942518365701142,60.394094812506026
714.3451405900385,59.850057062306796,truck,diesel,0.5810103021315223,1,24.04578365251956,835.9811264627216
335.0284484991717,21.417785923330584,bike,none,0.7779215986727057,2,16.244680388613226,0.08111053944165486
527.0518881926345,83.06373057632028,truck,diesel,0.9810382920543651,2,42.958333730843854,772.6352180500553
254.63467547926098,31.66961347394349,truck,cng,0.5549570911954305,2,6.24651491907443,256.0194756809416
569.8740742457368,90.43414101364775,truck,cng,0.6010494263050294,2,5.96648356556071,531.5275830105736
807.0432988136234,96.82519207716435,truck,electric,0.9499687530195461,2,12.299057724949257,431.83579706736236
